Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0114062502175,-0.111346726887859,-0.0686683666426688,
,,,-0.011354166885,-0.103809038526379,-0.069924648036249,
,,,-0.0113020835525,-0.0975276315584779,-0.0510804271325469,
,,,-0.01125000022,-0.089989943196997,-0.069924648036249,
,,,-0.0111979168875,-0.0849648176226765,-0.0762060550041497,
,,,-0.011145833555,-0.0786834106547758,-0.0736934922169894,
,,,-0.0110937502225,-0.0724020036868751,-0.0862563061527908,
,,,-0.01104166689,-0.0648643153253943,-0.0674120852490887,
,,,-0.0109895835575,-0.0585829083574936,-0.0762060550041497,
,,,-0.010937500225,-0.0523015013895929,-0.0774623363977298,
,,,-0.0108854168925,-0.0447638130281121,-0.0674120852490887,
,,,-0.01083333356,-0.0384824060602114,-0.0711809294298291,
,,,-0.0107812502275,-0.0309447176987305,-0.0837437433656305,
,,,-0.010729166895,-0.0246633107308298,-0.0674120852490887,
,,,-0.0106770835625,-0.0183819037629291,-0.0762060550041497,
,,,-0.01062500023,-0.0108442154014483,-0.0686683666426688,
,,,-0.0105729168975,-0.00456280843354762,-0.0762060550041497,
,,,-0.010520833565,0.00171859853435308,-0.0711809294298291,
,,,-0.0104687502325,0.00925628689583391,-0.061130678281188,
,,,-0.0104166669,0.0167939752573147,-0.0435427387710661,
,,,-0.0103645835675,0.0243316636187956,-0.052336708526127,
,,,-0.010312500235,0.0306130705866963,-0.0447990201646462,
,,,-0.0102604169025,0.0381507589481771,-0.0535929899197072,
,,,-0.01020833357,0.0444321659160778,-0.0573618341004476,
,,,-0.0101562502375,0.0532261356711388,-0.0598743968876079,
,,,-0.010104166905,0.0595075426390395,-0.0561055527068675,
,,,-0.0100520835725,0.0670452310005203,-0.0410301759839058,
,,,-0.01000000024,0.073326637968421,-0.0460553015582263,
,,,-0.0099479169075,0.0796080449363217,-0.052336708526127,
,,,-0.009895833575,0.0871457332978025,-0.0573618341004476,
,,,-0.0098437502425,0.0946834216592833,-0.0460553015582263,
,,,-0.00979166691,0.100964828627184,-0.0485678643453866,
,,,-0.0097395835775,0.107246235595085,-0.0473115829518065,
,,,-0.009687500245,0.113527642562985,-0.0347487690160051,
,,,-0.0096354169125,0.121065330924466,-0.0422864573774859,
,,,-0.00958333358,0.127346737892367,-0.0460553015582263,
,,,-0.0095312502475,0.134884426253848,-0.0447990201646462,
,,,-0.009479166915,0.141165833221748,-0.0360050504095852,
,,,-0.0094270835825,0.147447240189649,-0.0510804271325469,
,,,-0.00937500025,0.15247236576397,-0.0548492713132873,
,,,-0.0093229169175,0.15875377273187,-0.0485678643453866,
,,,-0.009270833585,0.166291461093351,-0.0573618341004476,
,,,-0.0092187502525,0.172572868061252,-0.0460553015582263,
,,,-0.00916666692,0.177597993635572,-0.0535929899197072,
,,,-0.0091145835875,0.185135681997053,-0.0473115829518065,
,,,-0.009062500255,0.191417088964954,-0.0422864573774859,
,,,-0.0090104169225,0.197698495932855,-0.0284673620481044,
,,,-0.00895833359,0.205236184294336,-0.0297236434416845,
,,,-0.0089062502575,0.210261309868656,-0.0184171108994633,
,,,-0.008854166925,0.217798998230137,-0.00208545278292149,
,,,-0.0088020835925,0.225336686591618,-0.0234422364737839,
,,,-0.00875000026,0.231618093559518,-0.015904548112303,
,,,-0.0086979169275,0.237899500527419,-0.00334173417650163,
,,,-0.008645833595,0.24292462610174,-0.000829171389341354,
,,,-0.0085937502625,0.24920603306964,-0.0121357039315626,
,,,-0.00854166693,0.256743721431121,-0.0234422364737839,
,,,-0.0084895835975,0.261768847005442,0.0104773611528799,
,,,-0.008437500265,0.268050253973342,-0.00962314114440233,
,,,-0.0083854169325,0.274331660941243,-0.00711057835724205,
,,,-0.0083333336,0.280613067909144,-0.0121357039315626,
,,,-0.0082812502675,0.286894474877045,-0.0133919853251427,
,,,-0.008229166935,0.294432163238525,-0.0209296736866236,
